Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,target
4006,54,64,False,0,0,0.4,0.4,1.2,1.9,1.62,2.082800509,2.297683747,-2.394285714,0.489535464,0.857142857,1
4007,54,65,False,0,0,0.4,0.4,0.96,1.9,1.25,2.082800509,2.119700811,-2.020285714,0.539318731,0.685714286,1
4008,54,66,False,0,0,0.4,0.4,0.85,1.9,1.38,2.082800509,2.0478,-1.806071429,0.565685425,0.607142857,1
4009,54,67,False,3,5,0.4,0.4,0.58,1.9,1.63,2.082800509,1.758039163,-1.290142857,0.642824347,0.414285714,1
4010,54,68,False,3,5,0.4,0.4,0.66,1.9,2.36,2.082800509,1.7456,-1.328142857,0.617860294,0.471428571,1
4011,54,69,False,0,0,0.4,0.4,0.9,1.9,1.22,2.082800509,2.235124352,-1.917857143,0.553387916,0.642857143,1
4012,54,70,False,0,0,0.4,0.4,0.95,1.9,1.1,2.082800509,2.223980699,-2.023928571,0.541613705,0.678571429,2
4013,54,71,False,0,0,0.4,0.4,0.74,1.9,1.65,2.082800509,2.096140752,-1.571857143,0.594762713,0.528571429,1
4014,54,72,False,0,0,0.4,0.4,0.72,1.9,1.33,2.082800509,2.043777903,-1.582,0.600373682,0.514285714,1
4016,55,0,False,1,1,1.24,0.96,1.12,1.17,1.1,2.611965458,0.0,-3.320285714,0.740778533,0.8,1
4017,55,1,False,0,0,1.24,0.96,0.95,1.17,1.93,2.611965458,2.488353231,-2.606035714,0.794366767,0.678571429,2
4018,55,2,True,4,4,1.24,0.96,0.54,1.17,1.61,2.611965458,1.892894405,-1.911642857,0.962248403,0.385714286,2
4019,55,3,False,4,4,1.24,0.96,0.58,1.17,2.18,2.611965458,1.932227032,-1.740785714,0.942809042,0.414285714,1
4020,55,4,False,1,1,1.24,0.96,0.93,1.17,2.54,2.611965458,2.31369847,-2.295107143,0.801185366,0.664285714,1
4021,55,5,False,0,0,1.24,0.96,0.27,1.17,2.04,2.611965458,1.624661665,-1.170607143,1.117821498,0.192857143,1
4022,55,6,False,0,0,1.24,0.96,1.35,1.17,0.89,2.611965458,2.64009357,-3.882321429,0.67882251,0.964285714,2
4023,55,7,False,0,0,1.24,0.96,0.45,1.17,1.57,2.611965458,1.803349248,-1.745821429,1.009060488,0.321428571,4
4024,55,8,False,0,0,1.24,0.96,0.9,1.17,2.02,2.611965458,2.215655462,-2.464214286,0.81163561,0.642857143,1
4025,55,9,False,0,0,1.24,0.96,1.0,1.17,1.0,2.611965458,2.318139449,-3.119857143,0.777817459,0.714285714,1
4026,55,10,False,0,0,1.24,0.96,0.95,1.17,1.69,2.611965458,2.286435201,-2.712321429,0.794366767,0.678571429,1
4027,55,11,False,3,5,1.32,0.96,0.87,1.17,1.12,2.611965458,2.268642439,-2.867892857,0.847282134,0.621428571,1
4028,55,12,True,4,4,1.24,0.96,0.61,1.17,1.88,2.611965458,1.930310969,-1.934821429,0.928737265,0.435714286,2
4029,55,13,True,4,4,1.24,0.96,0.62,1.17,1.66,2.611965458,1.960053288,-2.052642857,0.924139556,0.442857143,2
4030,55,14,False,0,0,1.24,0.96,1.67,1.17,0.79,2.611965458,3.009747218,-4.579178571,0.608065766,1.192857143,4
4031,55,15,False,4,4,1.24,0.96,0.54,1.17,1.9,2.611965458,2.005573846,-1.783214286,0.962248403,0.385714286,2
4032,55,16,False,0,0,1.24,0.96,0.99,1.17,1.22,2.611965458,2.255580699,-3.002035714,0.781071926,0.707142857,1
4033,55,17,False,0,0,1.24,0.96,0.89,1.17,1.24,2.611965458,2.250676638,-2.78925,0.81517987,0.635714286,1
4034,55,18,False,0,0,1.24,0.96,1.06,1.17,1.2,2.611965458,2.354367494,-3.153642857,0.758846302,0.757142857,1
4035,55,19,True,4,4,1.24,0.96,0.65,1.17,1.83,2.611965458,1.999521816,-2.038535714,0.910615562,0.464285714,2
4036,55,20,False,4,4,1.24,0.96,0.62,1.17,1.81,2.611965458,1.974643898,-1.986214286,0.924139556,0.442857143,2
4037,55,21,False,0,0,1.24,0.96,0.94,1.17,1.2,2.611965458,2.28415608,-2.908928571,0.797761497,0.671428571,1
4038,55,22,False,3,5,1.32,0.96,0.53,1.17,2.01,2.611965458,1.899964183,-1.754964286,0.996544272,0.378571429,2
4039,55,23,False,3,5,1.32,0.96,0.71,1.17,1.3,2.611965458,2.027412322,-2.45675,0.911531017,0.507142857,2
4040,55,24,False,0,0,1.24,0.96,1.11,1.17,2.0,2.611965458,2.323654714,-2.901321429,0.743729842,0.792857143,1
4041,55,25,False,0,0,1.24,0.96,0.9,1.17,1.23,2.611965458,2.25865608,-2.814071429,0.81163561,0.642857143,1
4042,55,26,True,0,0,1.24,0.96,0.8,1.17,1.78,2.611965458,2.147680955,-2.366571429,0.848528137,0.571428571,1
4043,55,27,False,3,5,1.32,0.96,0.63,1.17,2.2,2.611965458,2.009082787,-1.869321429,0.947453421,0.45,1
4044,55,28,False,0,0,1.24,0.96,1.38,1.17,0.82,2.611965458,2.723507129,-3.9745,0.671497087,0.985714286,2
4045,55,29,False,0,0,1.24,0.96,1.03,1.17,1.1,2.611965458,2.376509378,-3.13675,0.768214775,0.735714286,1
4046,55,30,False,0,0,1.24,0.96,0.76,1.17,0.98,2.611965458,2.095547886,-2.639285714,0.864241621,0.542857143,2
4047,55,31,False,0,0,1.24,0.96,0.86,1.17,1.27,2.611965458,2.209114963,-2.714785714,0.826000842,0.614285714,1
4048,55,32,False,0,0,1.24,0.96,0.72,1.17,1.31,2.611965458,2.046489492,-2.411571429,0.880548067,0.514285714,2
4049,55,33,True,3,5,1.32,0.96,0.53,1.17,1.55,2.611965458,2.16999357,-1.971821429,0.996544272,0.378571429,2
4050,55,34,False,3,5,1.32,0.96,0.65,1.17,2.16,2.611965458,1.7893,-1.928964286,0.938209973,0.464285714,2
4051,55,35,False,0,0,1.24,0.96,1.02,1.17,0.93,2.611965458,2.425828064,-3.191642857,0.771389216,0.728571429,1
4052,55,36,False,3,5,1.32,0.96,0.68,1.17,1.6,2.611965458,1.955055241,-2.254142857,0.924678098,0.485714286,2
4053,55,37,False,0,0,1.24,0.96,0.98,1.17,1.14,2.611965458,2.320966993,-3.017071429,0.78435374,0.7,1
4054,55,38,True,4,4,1.24,0.96,0.6,1.17,1.91,2.611965458,2.103725488,-1.901142857,0.933380951,0.428571429,2
4055,55,39,False,1,1,1.24,0.96,0.86,1.17,1.36,2.611965458,0.0,-2.674928571,0.826000842,0.614285714,1
4056,55,40,False,1,1,1.24,0.96,0.57,1.17,2.2,2.611965458,1.954921624,-1.711535714,0.947594874,0.407142857,1
4057,55,41,False,1,1,1.24,0.96,0.91,1.17,1.5,2.611965458,0.0,-2.714892857,0.808122036,0.65,1
4058,55,42,False,3,5,1.32,0.96,0.78,1.17,2.33,2.611965458,2.362863567,-2.113928571,0.882261672,0.557142857,1
4059,55,43,False,3,5,1.32,0.96,0.62,1.17,2.2,2.611965458,2.04250519,-1.848928571,0.952143785,0.442857143,2
4060,55,44,False,1,1,1.24,0.96,0.97,1.17,1.13,2.611965458,0.0,-3.001107143,0.78766325,0.692857143,1
4061,55,45,False,3,5,1.32,0.96,0.85,1.17,1.13,2.611965458,2.340791612,-2.822392857,0.854813531,0.607142857,1
4062,55,46,False,1,1,1.24,0.96,0.67,1.17,2.28,2.611965458,2.64390067,-1.880035714,0.901817344,0.478571429,1
4063,55,47,False,1,1,1.24,0.96,0.83,1.17,1.28,2.611965458,2.226583834,-2.649178571,0.837112961,0.592857143,1
4064,55,48,False,0,0,1.24,0.96,1.52,1.17,0.82,2.611965458,2.825996661,-4.26,0.639302021,1.085714286,2
4065,55,49,False,3,5,1.32,0.96,0.63,1.17,1.9,2.611965458,1.98797081,-2.01075,0.947453421,0.45,1
4066,55,50,True,3,5,1.32,0.96,0.6,1.17,2.28,2.611965458,2.001424352,-1.770428571,0.961665222,0.428571429,2
4067,55,51,False,3,5,1.32,0.96,0.62,1.17,2.2,2.611965458,2.018753288,-1.848928571,0.952143785,0.442857143,2
4068,55,52,False,4,4,1.24,0.96,0.76,1.17,2.05,2.611965458,2.075848892,-2.165428571,0.864241621,0.542857143,1
4069,55,53,True,0,0,1.24,0.96,0.75,1.17,1.36,2.611965458,2.074614707,-2.450607143,0.86826135,0.535714286,2
4070,55,54,False,4,4,1.24,0.96,0.4,1.17,1.9,2.611965458,1.783360927,-1.497714286,1.037089946,0.285714286,1
4015,55,55,False,0,0,1.24,0.96,0.96,1.17,1.17,2.611965458,2.311832729,-2.963,0.791000806,0.685714286,1
4071,55,56,False,3,5,1.32,0.96,0.69,1.17,1.96,2.611965458,2.052287148,-2.104821429,0.920253801,0.492857143,1
4072,55,57,False,0,0,1.24,0.96,1.18,1.17,0.95,2.611965458,2.452968591,-3.509071429,0.723551125,0.842857143,2
4073,55,58,False,3,5,1.32,0.96,0.68,1.17,1.5,2.611965458,1.956808277,-2.301285714,0.924678098,0.485714286,1
4074,55,59,False,3,5,1.32,0.96,0.76,1.17,1.2,2.611965458,2.256932729,-2.605857143,0.890430761,0.542857143,1
4075,55,60,False,1,1,1.24,0.96,0.6,1.17,1.9,2.611965458,0.0,-1.905571429,0.933380951,0.428571429,2
4076,55,61,False,3,5,1.32,0.96,0.97,1.17,2.1,2.611965458,2.115491508,-2.609821429,0.811531833,0.692857143,1
4077,55,62,False,3,5,1.32,0.96,0.94,1.17,1.3,2.611965458,2.246056043,-2.925785714,0.821936088,0.671428571,1
4078,55,63,True,3,5,1.32,0.96,0.61,1.17,1.54,2.611965458,1.927848949,-2.139678571,0.956880818,0.435714286,2
4079,55,64,False,0,0,1.24,0.96,1.2,1.17,1.62,2.611965458,2.297683747,-3.253142857,0.717985347,0.857142857,2
4080,55,65,False,0,0,1.24,0.96,0.96,1.17,1.25,2.611965458,2.119700811,-2.927571429,0.791000806,0.685714286,1
4081,55,66,False,3,5,1.32,0.96,0.89,1.17,1.38,2.611965458,2.0478,-2.786107143,0.83988229,0.635714286,1
4082,55,67,True,3,5,1.32,0.96,0.58,1.17,1.63,2.611965458,1.758039163,-2.036071429,0.971379013,0.414285714,2
4083,55,68,False,3,5,1.32,0.96,0.66,1.17,2.36,2.611965458,1.7456,-1.855071429,0.933655556,0.471428571,1
4084,55,69,False,0,0,1.24,0.96,0.9,1.17,1.22,2.611965458,2.235124352,-2.8185,0.81163561,0.642857143,1
4085,55,70,False,0,0,1.24,0.96,0.95,1.17,1.1,2.611965458,2.223980699,-2.973607143,0.794366767,0.678571429,1
4086,55,71,False,0,0,1.24,0.96,0.74,1.17,1.65,2.611965458,2.096140752,-2.301785714,0.872318646,0.528571429,2
4087,55,72,False,3,5,1.32,0.96,0.72,1.17,1.33,2.611965458,2.043777903,-2.463,0.907231342,0.514285714,2
4089,56,0,False,1,1,0.81,0.69,1.12,1.96,1.1,2.342369243,0.0,-2.644928571,0.620121423,0.8,1
4090,56,1,False,4,4,0.81,0.69,0.75,1.96,1.93,2.342369243,2.488353231,-1.754678571,0.726839994,0.535714286,1
4091,56,2,False,4,4,0.81,0.69,0.54,1.96,1.61,2.342369243,1.892894405,-1.47825,0.80551855,0.385714286,2
4092,56,3,False,4,4,0.81,0.69,0.58,1.96,2.18,2.342369243,1.932227032,-1.383642857,0.789245448,0.414285714,4
4093,56,4,False,1,1,0.81,0.69,0.93,1.96,2.54,2.342369243,2.31369847,-1.8945,0.670689265,0.664285714,1
4094,56,5,False,5,3,0.81,0.69,0.27,1.96,2.04,2.342369243,1.624661665,-0.879428571,0.935752088,0.192857143,1
4095,56,6,False,0,0,0.81,0.69,1.35,1.96,0.89,2.342369243,2.64009357,-3.109821429,0.568256722,0.964285714,2
4096,56,7,False,5,3,0.81,0.69,0.45,1.96,1.57,2.342369243,1.803349248,-1.331678571,0.844705939,0.321428571,1
4097,56,8,False,4,4,0.81,0.69,1.03,1.96,2.02,2.342369243,2.215655462,-2.220642857,0.643088883,0.735714286,1
4098,56,9,False,0,0,0.81,0.69,1.0,1.96,1.0,2.342369243,2.318139449,-2.463,0.651127494,0.714285714,2
4099,56,10,False,0,0,0.81,0.69,0.95,1.96,1.69,2.342369243,2.286435201,-2.175535714,0.664981271,0.678571429,1
4100,56,11,False,3,5,0.81,0.69,0.87,1.96,1.12,2.342369243,2.268642439,-2.199857143,0.688416734,0.621428571,1
4101,56,12,False,3,5,0.81,0.69,0.53,1.96,1.88,2.342369243,1.930310969,-1.382571429,0.809692221,0.378571429,1
4102,56,13,False,3,5,0.81,0.69,0.55,1.96,1.66,2.342369243,1.960053288,-1.481357143,0.801387685,0.392857143,2
4103,56,14,False,0,0,0.81,0.69,1.67,1.96,0.79,2.342369243,3.009747218,-3.701035714,0.509024751,1.192857143,2
4104,56,15,False,4,4,0.81,0.69,0.54,1.96,1.9,2.342369243,2.005573846,-1.394357143,0.80551855,0.385714286,1
4105,56,16,False,4,4,0.81,0.69,0.91,1.96,1.22,2.342369243,2.255580699,-2.241214286,0.676496098,0.65,1
4106,56,17,False,4,4,0.81,0.69,0.89,1.96,1.24,2.342369243,2.250676638,-2.200285714,0.682404361,0.635714286,1
4107,56,18,False,4,4,0.81,0.69,0.95,1.96,1.2,2.342369243,2.354367494,-2.317285714,0.664981271,0.678571429,2
4108,56,19,False,3,5,0.81,0.69,0.59,1.96,1.83,2.342369243,1.999521816,-1.502464286,0.78527939,0.421428571,3
4109,56,20,False,4,4,0.81,0.69,0.62,1.96,1.81,2.342369243,1.974643898,-1.560964286,0.773616825,0.442857143,1
4110,56,21,False,4,4,0.81,0.69,0.94,1.96,1.2,2.342369243,2.28415608,-2.299714286,0.667823071,0.671428571,1
4111,56,22,False,3,5,0.81,0.69,0.53,1.96,2.01,2.342369243,1.899964183,-1.344964286,0.809692221,0.378571429,2
4112,56,23,False,3,5,0.81,0.69,0.71,1.96,1.3,2.342369243,2.027412322,-1.866642857,0.740618951,0.507142857,2
4113,56,24,False,0,0,0.81,0.69,1.11,1.96,2.0,2.342369243,2.323654714,-2.367,0.622592026,0.792857143,1
4114,56,25,False,4,4,0.81,0.69,0.9,1.96,1.23,2.342369243,2.25865608,-2.22075,0.679437385,0.642857143,1
4115,56,26,False,4,4,0.81,0.69,0.8,1.96,1.78,2.342369243,2.147680955,-1.885928571,0.710320903,0.571428571,1
4116,56,27,False,3,5,0.81,0.69,0.63,1.96,2.2,2.342369243,2.009082787,-1.465714286,0.769805905,0.45,1
4117,56,28,False,0,0,0.81,0.69,1.38,1.96,0.82,2.342369243,2.723507129,-3.182785714,0.562124456,0.985714286,2
4118,56,29,False,4,4,0.81,0.69,1.03,1.96,1.1,2.342369243,2.376509378,-2.486785714,0.643088883,0.735714286,1
4119,56,30,False,0,0,0.81,0.69,0.76,1.96,0.98,2.342369243,2.095547886,-2.047071429,0.723474994,0.542857143,1
4120,56,31,False,4,4,0.81,0.69,0.86,1.96,1.27,2.342369243,2.209114963,-2.138892857,0.691462826,0.614285714,1
4121,56,32,False,0,0,0.81,0.69,0.72,1.96,1.31,2.342369243,2.046489492,-1.881321429,0.737125465,0.514285714,1
4122,56,33,False,3,5,0.81,0.69,0.53,1.96,1.55,2.342369243,2.16999357,-1.478035714,0.809692221,0.378571429,1
4123,56,34,False,3,5,0.81,0.69,0.65,1.96,2.16,2.342369243,1.7893,-1.512428571,0.762295603,0.464285714,2
4124,56,35,False,0,0,0.81,0.69,1.02,1.96,0.93,2.342369243,2.425828064,-2.518392857,0.645746275,0.728571429,2
4125,56,36,False,3,5,0.81,0.69,0.68,1.96,1.6,2.342369243,1.955055241,-1.727142857,0.751300955,0.485714286,4
4126,56,37,False,4,4,0.81,0.69,0.98,1.96,1.14,2.342369243,2.320966993,-2.387357143,0.656599154,0.7,1
4127,56,38,False,3,5,0.81,0.69,0.48,1.96,1.91,2.342369243,2.103725488,-1.286035714,0.831226589,0.342857143,1
4128,56,39,False,1,1,0.81,0.69,0.86,1.96,1.36,2.342369243,0.0,-2.112857143,0.691462826,0.614285714,1
4129,56,40,False,1,1,0.81,0.69,0.57,1.96,2.2,2.342369243,1.954921624,-1.360285714,0.79325177,0.407142857,1
4130,56,41,False,1,1,0.81,0.69,0.91,1.96,1.5,2.342369243,0.0,-2.160214286,0.676496098,0.65,2
4131,56,42,False,3,5,0.81,0.69,0.78,1.96,2.33,2.342369243,2.362863567,-1.691678571,0.716837608,0.557142857,4
4132,56,43,False,3,5,0.81,0.69,0.62,1.96,2.2,2.342369243,2.04250519,-1.448142857,0.773616825,0.442857143,1
4133,56,44,False,1,1,0.81,0.69,0.97,1.96,1.13,2.342369243,0.0,-2.372678571,0.659369615,0.692857143,1
4134,56,45,False,3,5,0.81,0.69,0.85,1.96,1.13,2.342369243,2.340791612,-2.161821429,0.694535994,0.607142857,1
4135,56,46,False,1,1,0.81,0.69,0.67,1.96,2.28,2.342369243,2.64390067,-1.512857143,0.754930428,0.478571429,1
4136,56,47,False,1,1,0.81,0.69,0.83,1.96,1.28,2.342369243,2.226583834,-2.083285714,0.700765016,0.592857143,2
4137,56,48,False,0,0,0.81,0.69,1.52,1.96,0.82,2.342369243,2.825996661,-3.428785714,0.535173283,1.085714286,2
4138,56,49,False,3,5,0.81,0.69,0.63,1.96,1.9,2.342369243,1.98797081,-1.5525,0.769805905,0.45,2
4139,56,50,False,3,5,0.81,0.69,0.6,1.96,2.28,2.342369243,2.001424352,-1.389857143,0.781352993,0.428571429,1
4140,56,51,False,3,5,0.81,0.69,0.62,1.96,2.2,2.342369243,2.018753288,-1.448142857,0.773616825,0.442857143,2
4141,56,52,False,4,4,0.81,0.69,0.76,1.96,2.05,2.342369243,2.075848892,-1.737535714,0.723474994,0.542857143,4
4142,56,53,False,4,4,0.81,0.69,0.75,1.96,1.36,2.342369243,2.074614707,-1.919571429,0.726839994,0.535714286,1
4143,56,54,False,3,5,0.81,0.69,0.4,1.96,1.9,2.342369243,1.783360927,-1.148357143,0.868169992,0.285714286,4
4144,56,55,False,4,4,0.81,0.69,0.96,1.96,1.17,2.342369243,2.311832729,-2.343535714,0.662163554,0.685714286,1
4088,56,56,False,0,0,0.81,0.69,0.69,1.96,1.96,2.342369243,2.052287148,-1.640571429,0.747706214,0.492857143,2
4145,56,57,False,0,0,0.81,0.69,1.18,1.96,0.95,2.342369243,2.452968591,-2.79375,0.605699995,0.842857143,2
4146,56,58,False,3,5,0.81,0.69,0.68,1.96,1.5,2.342369243,1.956808277,-1.756071429,0.751300955,0.485714286,4
4147,56,59,False,3,5,0.81,0.69,0.76,1.96,1.2,2.342369243,2.256932729,-1.983428571,0.723474994,0.542857143,1
4148,56,60,False,1,1,0.81,0.69,0.6,1.96,1.9,2.342369243,0.0,-1.499785714,0.781352993,0.428571429,2
4149,56,61,False,3,5,0.81,0.69,0.97,1.96,2.1,2.342369243,2.115491508,-2.092071429,0.659369615,0.692857143,1
4150,56,62,False,3,5,0.81,0.69,0.94,1.96,1.3,2.342369243,2.246056043,-2.270785714,0.667823071,0.671428571,1
4151,56,63,False,3,5,0.81,0.69,0.61,1.96,1.54,2.342369243,1.927848949,-1.6215,0.777465665,0.435714286,4
4152,56,64,False,4,4,0.81,0.69,0.89,1.96,1.62,2.342369243,2.297683747,-2.090357143,0.682404361,0.635714286,2
4153,56,65,False,4,4,0.81,0.69,0.88,1.96,1.25,2.342369243,2.119700811,-2.179821429,0.685397362,0.628571429,1
4154,56,66,False,3,5,0.81,0.69,0.89,1.96,1.38,2.342369243,2.0478,-2.159785714,0.682404361,0.635714286,1
4155,56,67,False,3,5,0.81,0.69,0.58,1.96,1.63,2.342369243,1.758039163,-1.54275,0.789245448,0.414285714,2
4156,56,68,False,3,5,0.81,0.69,0.66,1.96,2.36,2.342369243,1.7456,-1.472142857,0.758595139,0.471428571,1
4157,56,69,False,4,4,0.81,0.69,0.9,1.96,1.22,2.342369243,2.235124352,-2.223642857,0.679437385,0.642857143,1
4158,56,70,False,4,4,0.81,0.69,0.87,1.96,1.1,2.342369243,2.223980699,-2.205642857,0.688416734,0.621428571,2
4159,56,71,False,0,0,0.81,0.69,0.74,1.96,1.65,2.342369243,2.096140752,-1.818107143,0.730236442,0.528571429,1
4160,56,72,False,3,5,0.81,0.69,0.72,1.96,1.33,2.342369243,2.043777903,-1.875535714,0.737125465,0.514285714,4
4162,57,0,False,1,1,1.44,1.18,1.12,0.95,1.1,2.768350558,0.0,-3.575428571,0.796898118,0.8,2
4163,57,1,False,0,0,1.44,1.18,0.95,0.95,1.93,2.768350558,2.488353231,-2.788535714,0.854546067,0.678571429,2
4164,57,2,False,0,0,1.44,1.18,0.54,0.95,1.61,2.768350558,1.892894405,-2.084785714,1.03514601,0.385714286,2
4165,57,3,False,0,0,1.44,1.18,0.52,0.95,2.18,2.768350558,1.932227032,-1.749285714,1.045928781,0.371428571,4
4166,57,4,False,1,1,1.44,1.18,0.93,0.95,2.54,2.768350558,2.31369847,-2.432464286,0.861881227,0.664285714,2
4167,57,5,False,0,0,1.44,1.18,0.27,0.95,2.04,2.768350558,1.624661665,-1.291821429,1.202504945,0.192857143,1
4168,57,6,False,0,0,1.44,1.18,1.35,0.95,0.89,2.768350558,2.64009357,-4.170535714,0.730248458,0.964285714,1
4169,57,7,False,0,0,1.44,1.18,0.45,0.95,1.57,2.768350558,1.803349248,-1.91475,1.085504464,0.321428571,4
4170,57,8,False,0,0,1.44,1.18,0.9,0.95,2.02,2.768350558,2.215655462,-2.636357143,0.873123156,0.642857143,2
4171,57,9,False,0,0,1.44,1.18,1.0,0.95,1.0,2.768350558,2.318139449,-3.372714286,0.836743024,0.714285714,1
4172,57,10,False,0,0,1.44,1.18,0.95,0.95,1.69,2.768350558,2.286435201,-2.911964286,0.854546067,0.678571429,2
4173,57,11,True,3,5,1.44,1.18,0.87,0.95,1.12,2.768350558,2.268642439,-3.035678571,0.884662228,0.621428571,2
4174,57,12,True,3,5,1.44,1.18,0.53,0.95,1.88,2.768350558,1.930310969,-1.92475,1.04050946,0.378571429,2
4175,57,13,False,3,5,1.44,1.18,0.55,0.95,1.66,2.768350558,1.960053288,-2.08025,1.029837568,0.392857143,2
4176,57,14,False,0,0,1.44,1.18,1.67,0.95,0.79,2.768350558,3.009747218,-4.899678571,0.654131355,1.192857143,1
4177,57,15,False,0,0,1.44,1.18,0.68,0.95,1.9,2.768350558,2.005573846,-2.232142857,0.96547272,0.485714286,2
4178,57,16,False,0,0,1.44,1.18,0.99,0.95,1.22,2.768350558,2.255580699,-3.238392857,0.840244041,0.707142857,2
4179,57,17,False,0,0,1.44,1.18,0.89,0.95,1.24,2.768350558,2.250676638,-3.016321429,0.876935921,0.635714286,2
4180,57,18,False,0,0,1.44,1.18,1.06,0.95,1.2,2.768350558,2.354367494,-3.396928571,0.816334658,0.757142857,1
4181,57,19,False,3,5,1.44,1.18,0.59,0.95,1.83,2.768350558,1.999521816,-2.077535714,1.009137316,0.421428571,2
4182,57,20,False,0,0,1.44,1.18,0.62,0.95,1.81,2.768350558,1.974643898,-2.151357143,0.994150128,0.442857143,1
4183,57,21,False,0,0,1.44,1.18,0.94,0.95,1.2,2.768350558,2.28415608,-3.142785714,0.858197974,0.671428571,2
4184,57,22,False,3,5,1.44,1.18,0.53,0.95,2.01,2.768350558,1.899964183,-1.857892857,1.04050946,0.378571429,1
4185,57,23,True,3,5,1.44,1.18,0.71,0.95,1.3,2.768350558,2.027412322,-2.60425,0.95174562,0.507142857,2
4186,57,24,False,0,0,1.44,1.18,1.11,0.95,2.0,2.768350558,2.323654714,-3.091392857,0.800073011,0.792857143,2
4187,57,25,False,0,0,1.44,1.18,0.9,0.95,1.23,2.768350558,2.25865608,-3.042642857,0.873123156,0.642857143,2
4188,57,26,False,0,0,1.44,1.18,0.8,0.95,1.78,2.768350558,2.147680955,-2.548,0.912810572,0.571428571,2
4189,57,27,True,3,5,1.44,1.18,0.63,0.95,2.2,2.768350558,2.009082787,-1.971964286,0.989252837,0.45,2
4190,57,28,False,0,0,1.44,1.18,1.38,0.95,0.82,2.768350558,2.723507129,-4.270071429,0.722368079,0.985714286,1
4191,57,29,False,0,0,1.44,1.18,1.03,0.95,1.1,2.768350558,2.376509378,-3.384821429,0.826412864,0.735714286,2
4192,57,30,False,0,0,1.44,1.18,0.76,0.95,0.98,2.768350558,2.095547886,-2.874714286,0.929714472,0.542857143,1
4193,57,31,False,0,0,1.44,1.18,0.86,0.95,1.27,2.768350558,2.209114963,-2.937357143,0.888576663,0.614285714,2
4194,57,32,False,0,0,1.44,1.18,0.72,0.95,1.31,2.768350558,2.046489492,-2.620285714,0.947256254,0.514285714,2
4195,57,33,True,3,5,1.44,1.18,0.53,0.95,1.55,2.768350558,2.16999357,-2.094464286,1.04050946,0.378571429,2
4196,57,34,True,3,5,1.44,1.18,0.65,0.95,2.16,2.768350558,1.7893,-2.034892857,0.97960159,0.464285714,2
4197,57,35,False,0,0,1.44,1.18,1.02,0.95,0.93,2.768350558,2.425828064,-3.451071429,0.829827793,0.728571429,1
4198,57,36,True,3,5,1.44,1.18,0.68,0.95,1.6,2.768350558,1.955055241,-2.386428571,0.96547272,0.485714286,2
4199,57,37,False,0,0,1.44,1.18,0.98,0.95,1.14,2.768350558,2.320966993,-3.258357143,0.843774478,0.7,2
4200,57,38,False,3,5,1.44,1.18,0.48,0.95,1.91,2.768350558,2.103725488,-1.803428571,1.068182584,0.342857143,2
4201,57,39,False,1,1,1.44,1.18,0.86,0.95,1.36,2.768350558,0.0,-2.891071429,0.888576663,0.614285714,2
4202,57,40,False,1,1,1.44,1.18,0.57,0.95,2.2,2.768350558,1.954921624,-1.844892857,1.019382365,0.407142857,2
4203,57,41,False,1,1,1.44,1.18,0.91,0.95,1.5,2.768350558,0.0,-2.924964286,0.869343402,0.65,2
4204,57,42,True,3,5,1.44,1.18,0.78,0.95,2.33,2.768350558,2.362863567,-2.222785714,0.921184981,0.557142857,2
4205,57,43,False,3,5,1.44,1.18,0.62,0.95,2.2,2.768350558,2.04250519,-1.950785714,0.994150128,0.442857143,2
4206,57,44,False,1,1,1.44,1.18,0.97,0.95,1.13,2.768350558,0.0,-3.242321429,0.847334708,0.692857143,2
4207,57,45,False,3,5,1.44,1.18,0.85,0.95,1.13,2.768350558,2.340791612,-2.988178571,0.892525893,0.607142857,2
4208,57,46,False,1,1,1.44,1.18,0.67,0.95,2.28,2.768350558,2.64390067,-2.015535714,0.97013684,0.478571429,2
4209,57,47,True,1,1,1.44,1.18,0.83,0.95,1.28,2.768350558,2.226583834,-2.868678571,0.900530609,0.592857143,2
4210,57,48,False,0,0,1.44,1.18,1.52,0.95,0.82,2.768350558,2.825996661,-4.566571429,0.687733993,1.085714286,1
4211,57,49,False,3,5,1.44,1.18,0.63,0.95,1.9,2.768350558,1.98797081,-2.12625,0.989252837,0.45,3
4212,57,50,False,3,5,1.44,1.18,0.6,0.95,2.28,2.768350558,2.001424352,-1.867285714,1.004091629,0.428571429,2
4213,57,51,True,3,5,1.44,1.18,0.62,0.95,2.2,2.768350558,2.018753288,-1.950785714,0.994150128,0.442857143,2
4214,57,52,False,0,0,1.44,1.18,0.68,0.95,2.05,2.768350558,2.075848892,-2.155,0.96547272,0.485714286,2
4215,57,53,False,0,0,1.44,1.18,0.75,0.95,1.36,2.768350558,2.074614707,-2.658107143,0.934038725,0.535714286,2
4216,57,54,False,3,5,1.44,1.18,0.4,0.95,1.9,2.768350558,1.783360927,-1.639142857,1.115657366,0.285714286,4
4217,57,55,False,0,0,1.44,1.18,0.96,0.95,1.17,2.768350558,2.311832729,-3.200571429,0.85092511,0.685714286,2
4218,57,56,True,3,5,1.44,1.18,0.69,0.95,1.96,2.768350558,2.052287148,-2.222464286,0.960853234,0.492857143,2
