Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,target
3794,51,71,False,0,0,0.62,0.62,0.74,2.2,1.65,2.316806575,2.096140752,-1.633214286,0.667455934,0.528571429,1
3795,51,72,False,3,5,0.68,0.62,0.72,2.2,1.33,2.316806575,2.043777903,-1.715857143,0.693765144,0.514285714,1
3797,52,0,False,1,1,0.68,0.68,1.12,2.05,1.1,2.361078957,0.0,-2.500285714,0.583643692,0.8,1
3798,52,1,False,4,4,0.76,0.68,0.75,2.05,1.93,2.361078957,2.488353231,-1.703607143,0.71039565,0.535714286,2
3799,52,2,False,4,4,0.76,0.68,0.54,2.05,1.61,2.361078957,1.892894405,-1.428214286,0.787294148,0.385714286,4
3800,52,3,False,4,4,0.76,0.68,0.58,2.05,2.18,2.361078957,1.932227032,-1.3425,0.771389216,0.414285714,1
3801,52,4,False,1,1,0.68,0.68,0.93,2.05,2.54,2.361078957,2.31369847,-1.822821429,0.631236955,0.664285714,1
3802,52,5,False,4,4,0.76,0.68,0.27,2.05,2.04,2.361078957,1.624661665,-0.84575,0.914581226,0.192857143,1
3803,52,6,False,0,0,0.68,0.68,1.35,2.05,0.89,2.361078957,2.64009357,-2.948035714,0.534829856,0.964285714,2
3804,52,7,False,0,0,0.68,0.68,0.45,2.05,1.57,2.361078957,1.803349248,-1.230392857,0.795017354,0.321428571,1
3805,52,8,False,0,0,0.68,0.68,0.9,2.05,2.02,2.361078957,2.215655462,-1.897357143,0.63947048,0.642857143,1
3806,52,9,False,0,0,0.68,0.68,1.0,2.05,1.0,2.361078957,2.318139449,-2.317571429,0.612825877,0.714285714,1
3807,52,10,False,0,0,0.68,0.68,0.95,2.05,1.69,2.361078957,2.286435201,-2.06375,0.625864725,0.678571429,1
3808,52,11,False,0,0,0.68,0.68,0.94,2.05,1.12,2.361078957,2.268642439,-2.184928571,0.628539361,0.671428571,1
3809,52,12,False,4,4,0.76,0.68,0.61,2.05,1.88,2.361078957,1.930310969,-1.475678571,0.759875944,0.435714286,1
3810,52,13,False,4,4,0.76,0.68,0.62,2.05,1.66,2.361078957,1.960053288,-1.552642857,0.756114182,0.442857143,2
3811,52,14,False,0,0,0.68,0.68,1.67,2.05,0.79,2.361078957,3.009747218,-3.524321429,0.479082119,1.192857143,1
3812,52,15,False,4,4,0.76,0.68,0.54,2.05,1.9,2.361078957,2.005573846,-1.3495,0.787294148,0.385714286,1
3813,52,16,False,0,0,0.68,0.68,0.99,2.05,1.22,2.361078957,2.255580699,-2.246892857,0.615390002,0.707142857,1
3814,52,17,False,0,0,0.68,0.68,0.89,2.05,1.24,2.361078957,2.250676638,-2.069535714,0.642262928,0.635714286,1
3815,52,18,False,0,0,0.68,0.68,1.06,2.05,1.2,2.361078957,2.354367494,-2.3725,0.597878904,0.757142857,2
3816,52,19,False,4,4,0.76,0.68,0.65,2.05,1.83,2.361078957,1.999521816,-1.55825,0.745049096,0.464285714,4
3817,52,20,False,4,4,0.76,0.68,0.62,2.05,1.81,2.361078957,1.974643898,-1.511928571,0.756114182,0.442857143,4
3818,52,21,False,0,0,0.68,0.68,0.94,2.05,1.2,2.361078957,2.28415608,-2.1655,0.628539361,0.671428571,1
3819,52,22,False,0,0,0.68,0.68,0.63,2.05,2.01,2.361078957,1.899964183,-1.434035714,0.724523204,0.45,1
3820,52,23,False,0,0,0.68,0.68,0.71,2.05,1.3,2.361078957,2.027412322,-1.744464286,0.69705313,0.507142857,2
3821,52,24,False,0,0,0.68,0.68,1.11,2.05,2.0,2.361078957,2.323654714,-2.264464286,0.585968966,0.792857143,2
3822,52,25,False,0,0,0.68,0.68,0.9,2.05,1.23,2.361078957,2.25865608,-2.089214286,0.63947048,0.642857143,1
3823,52,26,False,0,0,0.68,0.68,0.8,2.05,1.78,2.361078957,2.147680955,-1.783142857,0.66853732,0.571428571,1
3824,52,27,False,4,4,0.76,0.68,0.68,2.05,2.2,2.361078957,2.009082787,-1.509571429,0.734303196,0.485714286,1
3825,52,28,False,0,0,0.68,0.68,1.38,2.05,0.82,2.361078957,2.723507129,-3.016785714,0.529058311,0.985714286,2
3826,52,29,False,0,0,0.68,0.68,1.03,2.05,1.1,2.361078957,2.376509378,-2.345035714,0.605260125,0.735714286,1
3827,52,30,False,6,2,0.6,0.68,0.76,2.05,0.98,2.361078957,2.095547886,-1.838142857,0.654728501,0.542857143,1
3828,52,31,False,0,0,0.68,0.68,0.86,2.05,1.27,2.361078957,2.209114963,-2.0105,0.650788542,0.614285714,1
3829,52,32,False,0,0,0.68,0.68,0.72,2.05,1.31,2.361078957,2.046489492,-1.759285714,0.693765144,0.514285714,1
3830,52,33,False,4,4,0.76,0.68,0.65,2.05,1.55,2.361078957,2.16999357,-1.63425,0.745049096,0.464285714,2
3831,52,34,False,4,4,0.76,0.68,0.69,2.05,2.16,2.361078957,1.7893,-1.537678571,0.730789783,0.492857143,1
3832,52,35,False,0,0,0.68,0.68,1.02,2.05,0.93,2.361078957,2.425828064,-2.369071429,0.6077612,0.728571429,2
3833,52,36,False,0,0,0.68,0.68,0.68,2.05,1.6,2.361078957,1.955055241,-1.619857143,0.707106781,0.485714286,1
3834,52,37,False,0,0,0.68,0.68,0.98,2.05,1.14,2.361078957,2.320966993,-2.249071429,0.617975674,0.7,1
3835,52,38,False,4,4,0.76,0.68,0.6,2.05,1.91,2.361078957,2.103725488,-1.450285714,0.763675324,0.428571429,1
3836,52,39,False,1,1,0.68,0.68,0.86,2.05,1.36,2.361078957,0.0,-1.988642857,0.650788542,0.614285714,1
3837,52,40,False,1,1,0.68,0.68,0.57,2.05,2.2,2.361078957,1.954921624,-1.284392857,0.746589901,0.407142857,1
3838,52,41,False,1,1,0.68,0.68,0.91,2.05,1.5,2.361078957,0.0,-2.040892857,0.63670221,0.65,2
3839,52,42,False,0,0,0.68,0.68,0.99,2.05,2.33,2.361078957,2.362863567,-1.977321429,0.615390002,0.707142857,2
3840,52,43,False,4,4,0.76,0.68,0.76,2.05,2.2,2.361078957,2.04250519,-1.647571429,0.707106781,0.542857143,1
3841,52,44,False,1,1,0.68,0.68,0.97,2.05,1.13,2.361078957,0.0,-2.23425,0.620583167,0.692857143,1
3842,52,45,False,0,0,0.68,0.68,0.92,2.05,1.13,2.361078957,2.340791612,-2.148,0.633957804,0.657142857,1
3843,52,46,False,1,1,0.68,0.68,0.67,2.05,2.28,2.361078957,2.64390067,-1.437464286,0.710522756,0.478571429,1
3844,52,47,False,1,1,0.68,0.68,0.83,2.05,1.28,2.361078957,2.226583834,-1.956321429,0.659543545,0.592857143,1
3845,52,48,False,0,0,0.68,0.68,1.52,2.05,0.82,2.361078957,2.825996661,-3.258285714,0.503692502,1.085714286,2
3846,52,49,False,0,0,0.76,0.68,0.53,2.05,1.9,2.361078957,1.98797081,-1.33225,0.791373392,0.378571429,1
3847,52,50,False,4,4,0.76,0.68,0.67,2.05,2.28,2.361078957,2.001424352,-1.470607143,0.737850554,0.478571429,1
3848,52,51,False,4,4,0.76,0.68,0.68,2.05,2.2,2.361078957,2.018753288,-1.509571429,0.734303196,0.485714286,1
3796,52,52,False,4,4,0.76,0.68,0.76,2.05,2.05,2.361078957,2.075848892,-1.688285714,0.707106781,0.542857143,1
3849,52,53,False,4,4,0.76,0.68,0.75,2.05,1.36,2.361078957,2.074614707,-1.858321429,0.71039565,0.535714286,1
3850,52,54,False,0,0,0.68,0.68,0.4,2.05,1.9,2.361078957,1.783360927,-1.064,0.817101169,0.285714286,1
3851,52,55,False,0,0,0.68,0.68,0.96,2.05,1.17,2.361078957,2.311832729,-2.207285714,0.623212756,0.685714286,1
3852,52,56,False,0,0,0.68,0.68,0.69,2.05,1.96,2.361078957,2.052287148,-1.549678571,0.703723495,0.492857143,1
3853,52,57,False,0,0,0.68,0.68,1.18,2.05,0.95,2.361078957,2.452968591,-2.640214286,0.570070583,0.842857143,2
3854,52,58,False,0,0,0.68,0.68,0.68,2.05,1.5,2.361078957,1.956808277,-1.644142857,0.707106781,0.485714286,1
3855,52,59,False,0,0,0.68,0.68,0.84,2.05,1.2,2.361078957,2.256932729,-1.993,0.656599154,0.6,1
3856,52,60,False,1,1,0.68,0.68,0.6,2.05,1.9,2.361078957,0.0,-1.409,0.735391052,0.428571429,1
3857,52,61,False,0,0,0.68,0.68,0.77,2.05,2.1,2.361078957,2.115491508,-1.653678571,0.677779772,0.55,1
3858,52,62,False,0,0,0.68,0.68,0.94,2.05,1.3,2.361078957,2.246056043,-2.141214286,0.628539361,0.671428571,1
3859,52,63,False,4,4,0.76,0.68,0.67,2.05,1.54,2.361078957,1.927848949,-1.671464286,0.737850554,0.478571429,4
3860,52,64,False,0,0,0.68,0.68,1.2,2.05,1.62,2.361078957,2.297683747,-2.512,0.565685425,0.857142857,2
3861,52,65,False,0,0,0.68,0.68,0.96,2.05,1.25,2.361078957,2.119700811,-2.187857143,0.623212756,0.685714286,1
3862,52,66,False,0,0,0.68,0.68,0.85,2.05,1.38,2.361078957,2.0478,-1.966535714,0.653680935,0.607142857,1
3863,52,67,False,4,4,0.76,0.68,0.64,2.05,1.63,2.361078957,1.758039163,-1.595285714,0.748701298,0.457142857,2
3864,52,68,False,4,4,0.76,0.68,0.66,2.05,2.36,2.361078957,1.7456,-1.431642857,0.741432353,0.471428571,1
3865,52,69,False,0,0,0.68,0.68,0.9,2.05,1.22,2.361078957,2.235124352,-2.091642857,0.63947048,0.642857143,1
3866,52,70,False,0,0,0.68,0.68,0.95,2.05,1.1,2.361078957,2.223980699,-2.207035714,0.625864725,0.678571429,2
3867,52,71,False,0,0,0.68,0.68,0.74,2.05,1.65,2.361078957,2.096140752,-1.711214286,0.687281357,0.528571429,1
3868,52,72,False,0,0,0.68,0.68,0.72,2.05,1.33,2.361078957,2.043777903,-1.754428571,0.693765144,0.514285714,1
3870,53,0,False,1,1,0.87,0.75,1.12,1.36,1.1,2.417029414,0.0,-2.935071429,0.636957299,0.8,2
3871,53,1,False,0,0,0.87,0.75,0.95,1.36,1.93,2.417029414,2.488353231,-2.342035714,0.683035061,0.678571429,2
3872,53,2,True,4,4,0.87,0.75,0.54,1.36,1.61,2.417029414,1.892894405,-1.633178571,0.827387832,0.385714286,2
3873,53,3,False,4,4,0.87,0.75,0.58,1.36,2.18,2.417029414,1.932227032,-1.534928571,0.810672926,0.414285714,1
3874,53,4,False,1,1,0.87,0.75,0.93,1.36,2.54,2.417029414,2.31369847,-2.113071429,0.688898023,0.664285714,1
3875,53,5,False,4,4,0.87,0.75,0.27,1.36,2.04,2.417029414,1.624661665,-0.967285714,0.961157122,0.192857143,1
3876,53,6,False,0,0,0.87,0.75,1.35,1.36,0.89,2.417029414,2.64009357,-3.45375,0.583684507,0.964285714,2
3877,53,7,False,0,0,0.87,0.75,0.45,1.36,1.57,2.417029414,1.803349248,-1.468178571,0.867639132,0.321428571,1
3878,53,8,False,2,6,0.87,0.75,0.76,1.36,2.02,2.417029414,2.215655462,-1.9395,0.743116849,0.542857143,1
3879,53,9,False,0,0,0.87,0.75,1.0,1.36,1.0,2.417029414,2.318139449,-2.729571429,0.668805164,0.714285714,3
3880,53,10,False,0,0,0.87,0.75,0.95,1.36,1.69,2.417029414,2.286435201,-2.416607143,0.683035061,0.678571429,1
3881,53,11,False,0,0,0.87,0.75,0.94,1.36,1.12,2.417029414,2.268642439,-2.574,0.685954014,0.671428571,2
3882,53,12,False,4,4,0.87,0.75,0.61,1.36,1.88,2.417029414,1.930310969,-1.687285714,0.79857333,0.435714286,1
3883,53,13,False,2,6,0.87,0.75,0.49,1.36,1.66,2.417029414,1.960053288,-1.519071429,0.849276399,0.35,1
3884,53,14,False,0,0,0.87,0.75,1.67,1.36,0.79,2.417029414,3.009747218,-4.115678571,0.522844428,1.192857143,4
3885,53,15,False,4,4,0.87,0.75,0.54,1.36,1.9,2.417029414,2.005573846,-1.543071429,0.827387832,0.385714286,1
3886,53,16,False,0,0,0.87,0.75,0.99,1.36,1.22,2.417029414,2.255580699,-2.6415,0.671603512,0.707142857,1
3887,53,17,False,0,0,0.87,0.75,0.89,1.36,1.24,2.417029414,2.250676638,-2.438142857,0.700931176,0.635714286,1
3888,53,18,False,0,0,0.87,0.75,1.06,1.36,1.2,2.417029414,2.354367494,-2.785714286,0.652492843,0.757142857,2
3889,53,19,False,0,0,0.87,0.75,0.67,1.36,1.83,2.417029414,1.999521816,-1.821107143,0.775426277,0.478571429,1
3890,53,20,False,0,0,0.87,0.75,0.62,1.36,1.81,2.417029414,1.974643898,-1.72875,0.794619997,0.442857143,1
3891,53,21,False,0,0,0.87,0.75,0.94,1.36,1.2,2.417029414,2.28415608,-2.549142857,0.685954014,0.671428571,1
3892,53,22,False,0,0,0.87,0.75,0.63,1.36,2.01,2.417029414,1.899964183,-1.686321429,0.790705612,0.45,1
3893,53,23,False,0,0,0.87,0.75,0.71,1.36,1.3,2.417029414,2.027412322,-2.064642857,0.760726253,0.507142857,1
3894,53,24,False,0,0,0.87,0.75,1.11,1.36,2.0,2.417029414,2.323654714,-2.635714286,0.639494977,0.792857143,1
3895,53,25,False,0,0,0.87,0.75,0.9,1.36,1.23,2.417029414,2.25865608,-2.460964286,0.697883649,0.642857143,1
3896,53,26,False,0,0,0.87,0.75,0.8,1.36,1.78,2.417029414,2.147680955,-2.092928571,0.729605633,0.571428571,2
3897,53,27,False,2,6,0.87,0.75,0.57,1.36,2.2,2.417029414,2.009082787,-1.509,0.814788017,0.407142857,1
3898,53,28,False,0,0,0.87,0.75,1.38,1.36,0.82,2.417029414,2.723507129,-3.534642857,0.577385753,0.985714286,2
3899,53,29,False,0,0,0.87,0.75,1.03,1.36,1.1,2.417029414,2.376509378,-2.757642857,0.66054831,0.735714286,2
3900,53,30,False,0,0,0.87,0.75,0.76,1.36,0.98,2.417029414,2.095547886,-2.262642857,0.743116849,0.542857143,1
3901,53,31,False,0,0,0.87,0.75,0.86,1.36,1.27,2.417029414,2.209114963,-2.369678571,0.710235572,0.614285714,1
3902,53,32,False,0,0,0.87,0.75,0.72,1.36,1.31,2.417029414,2.046489492,-2.08125,0.757137921,0.514285714,1
3903,53,33,False,0,0,0.87,0.75,0.62,1.36,1.55,2.417029414,2.16999357,-1.809535714,0.794619997,0.442857143,1
3904,53,34,False,2,6,0.87,0.75,0.61,1.36,2.16,2.417029414,1.7893,-1.600285714,0.79857333,0.435714286,1
3905,53,35,False,0,0,0.87,0.75,1.02,1.36,0.93,2.417029414,2.425828064,-2.79075,0.663277848,0.728571429,2
3906,53,36,False,2,6,0.87,0.75,0.64,1.36,1.6,2.417029414,1.955055241,-1.833428571,0.786829605,0.457142857,1
3907,53,37,False,0,0,0.87,0.75,0.98,1.36,1.14,2.417029414,2.320966993,-2.646642857,0.674425375,0.7,2
3908,53,38,False,4,4,0.87,0.75,0.6,1.36,1.91,2.417029414,2.103725488,-1.65825,0.802566197,0.428571429,1
3909,53,39,False,1,1,0.87,0.75,0.86,1.36,1.36,2.417029414,0.0,-2.341714286,0.710235572,0.614285714,2
3910,53,40,False,1,1,0.87,0.75,0.57,1.36,2.2,2.417029414,1.954921624,-1.509,0.814788017,0.407142857,1
3911,53,41,False,1,1,0.87,0.75,0.91,1.36,1.5,2.417029414,0.0,-2.396785714,0.694862508,0.65,1
3912,53,42,False,0,0,0.87,0.75,0.99,1.36,2.33,2.417029414,2.362863567,-2.296607143,0.671603512,0.707142857,2
3913,53,43,False,0,0,0.87,0.75,0.75,1.36,2.2,2.417029414,2.04250519,-1.863857143,0.746573206,0.535714286,1
3914,53,44,False,1,1,0.87,0.75,0.97,1.36,1.13,2.417029414,0.0,-2.630035714,0.677271052,0.692857143,1
3915,53,45,False,0,0,0.87,0.75,0.92,1.36,1.13,2.417029414,2.340791612,-2.531464286,0.691867411,0.657142857,2
3916,53,46,False,1,1,0.87,0.75,0.67,1.36,2.28,2.417029414,2.64390067,-1.681285714,0.775426277,0.478571429,1
3917,53,47,False,1,1,0.87,0.75,0.83,1.36,1.28,2.417029414,2.226583834,-2.307428571,0.719790311,0.592857143,1
3918,53,48,False,0,0,0.87,0.75,1.52,1.36,0.82,2.417029414,2.825996661,-3.810642857,0.549702874,1.085714286,2
3919,53,49,False,2,6,0.87,0.75,0.58,1.36,1.9,2.417029414,1.98797081,-1.621928571,0.810672926,0.414285714,1
3920,53,50,False,0,0,0.87,0.75,0.61,1.36,2.28,2.417029414,2.001424352,-1.563,0.79857333,0.435714286,1
3921,53,51,False,2,6,0.87,0.75,0.57,1.36,2.2,2.417029414,2.018753288,-1.509,0.814788017,0.407142857,1
3922,53,52,False,2,6,0.87,0.75,0.6,1.36,2.05,2.417029414,2.075848892,-1.61475,0.802566197,0.428571429,1
3869,53,53,False,0,0,0.87,0.75,0.75,1.36,1.36,2.417029414,2.074614707,-2.124857143,0.746573206,0.535714286,1
3923,53,54,False,3,5,0.87,0.75,0.4,1.36,1.9,2.417029414,1.783360927,-1.267071429,0.891740218,0.285714286,1
3924,53,55,False,0,0,0.87,0.75,0.96,1.36,1.17,2.417029414,2.311832729,-2.597892857,0.680140845,0.685714286,2
3925,53,56,False,0,0,0.87,0.75,0.69,1.36,1.96,2.417029414,2.052287148,-1.820142857,0.76800593,0.492857143,1
3926,53,57,False,0,0,0.87,0.75,1.18,1.36,0.95,2.417029414,2.452968591,-3.099964286,0.622144338,0.842857143,2
3927,53,58,False,2,6,0.87,0.75,0.64,1.36,1.5,2.417029414,1.956808277,-1.8645,0.786829605,0.457142857,1
3928,53,59,False,0,0,0.87,0.75,0.84,1.36,1.2,2.417029414,2.256932729,-2.352,0.716576961,0.6,1
3929,53,60,False,1,1,0.87,0.75,0.6,1.36,1.9,2.417029414,0.0,-1.661357143,0.802566197,0.428571429,1
3930,53,61,False,0,0,0.87,0.75,0.77,1.36,2.1,2.417029414,2.115491508,-1.934357143,0.739692347,0.55,1
3931,53,62,False,0,0,0.87,0.75,0.94,1.36,1.3,2.417029414,2.246056043,-2.518071429,0.685954014,0.671428571,1
3932,53,63,False,0,0,0.87,0.75,0.71,1.36,1.54,2.417029414,1.927848949,-1.990071429,0.760726253,0.507142857,1
3933,53,64,False,0,0,0.87,0.75,1.2,1.36,1.62,2.417029414,2.297683747,-2.931214286,0.617358613,0.857142857,2
3934,53,65,False,0,0,0.87,0.75,0.96,1.36,1.25,2.417029414,2.119700811,-2.573035714,0.680140845,0.685714286,1
3935,53,66,False,2,6,0.87,0.75,0.76,1.36,1.38,2.417029414,2.0478,-2.138357143,0.743116849,0.542857143,1
3936,53,67,False,2,6,0.87,0.75,0.54,1.36,1.63,2.417029414,1.758039163,-1.626964286,0.827387832,0.385714286,1
3937,53,68,False,2,6,0.87,0.75,0.62,1.36,2.36,2.417029414,1.7456,-1.557857143,0.794619997,0.442857143,1
3938,53,69,False,0,0,0.87,0.75,0.9,1.36,1.22,2.417029414,2.235124352,-2.464071429,0.697883649,0.642857143,1
3939,53,70,False,0,0,0.87,0.75,0.95,1.36,1.1,2.417029414,2.223980699,-2.599928571,0.683035061,0.678571429,2
3940,53,71,False,0,0,0.87,0.75,0.74,1.36,1.65,2.417029414,2.096140752,-2.015035714,0.750061866,0.528571429,1
3941,53,72,False,0,0,0.87,0.75,0.72,1.36,1.33,2.417029414,2.043777903,-2.075035714,0.757137921,0.514285714,1
3943,54,0,False,1,1,0.4,0.4,1.12,1.9,1.1,2.082800509,0.0,-2.326285714,0.505076272,0.8,1
3944,54,1,False,0,0,0.4,0.4,0.95,1.9,1.93,2.082800509,2.488353231,-1.905357143,0.541613705,0.678571429,1
3945,54,2,False,0,0,0.4,0.4,0.54,1.9,1.61,2.082800509,1.892894405,-1.221857143,0.656078457,0.385714286,1
3946,54,3,False,0,0,0.4,0.4,0.52,1.9,2.18,2.082800509,1.932227032,-1.104857143,0.662912607,0.371428571,1
3947,54,4,False,1,1,0.4,0.4,0.93,1.9,2.54,2.082800509,2.31369847,-1.782642857,0.546262749,0.664285714,1
3948,54,5,False,4,4,0.4,0.4,0.27,1.9,2.04,2.082800509,1.624661665,-0.680214286,0.762151022,0.192857143,1
3949,54,6,False,0,0,0.4,0.4,1.35,1.9,0.89,2.082800509,2.64009357,-2.765357143,0.46283353,0.964285714,1
3950,54,7,False,0,0,0.4,0.4,0.45,1.9,1.57,2.082800509,1.803349248,-1.0675,0.687995787,0.321428571,1
3951,54,8,False,0,0,0.4,0.4,0.9,1.9,2.02,2.082800509,2.215655462,-1.803571429,0.553387916,0.642857143,1
3952,54,9,False,0,0,0.4,0.4,1.0,1.9,1.0,2.082800509,2.318139449,-2.127142857,0.530330086,0.714285714,2
3953,54,10,False,0,0,0.4,0.4,0.95,1.9,1.69,2.082800509,2.286435201,-1.939642857,0.541613705,0.678571429,1
3954,54,11,False,0,0,0.4,0.4,0.94,1.9,1.12,2.082800509,2.268642439,-2.003285714,0.543928293,0.671428571,1
3955,54,12,False,3,5,0.4,0.4,0.53,1.9,1.88,2.082800509,1.930310969,-1.1655,0.659477827,0.378571429,1
3956,54,13,False,3,5,0.4,0.4,0.55,1.9,1.66,2.082800509,1.960053288,-1.2325,0.652713952,0.392857143,1
3957,54,14,False,0,0,0.4,0.4,1.67,1.9,0.79,2.082800509,3.009747218,-3.348785714,0.414590295,1.192857143,1
3958,54,15,False,0,0,0.4,0.4,0.68,1.9,1.9,2.082800509,2.005573846,-1.429428571,0.61191933,0.485714286,1
3959,54,16,False,0,0,0.4,0.4,0.99,1.9,1.22,2.082800509,2.255580699,-2.077928571,0.53254904,0.707142857,1
3960,54,17,False,0,0,0.4,0.4,0.89,1.9,1.24,2.082800509,2.250676638,-1.897214286,0.555804457,0.635714286,1
3961,54,18,False,0,0,0.4,0.4,1.06,1.9,1.2,2.082800509,2.354367494,-2.205285714,0.517395206,0.757142857,2
3962,54,19,False,3,5,0.4,0.4,0.59,1.9,1.83,2.082800509,1.999521816,-1.279357143,0.639594073,0.421428571,1
3963,54,20,False,0,0,0.4,0.4,0.62,1.9,1.81,2.082800509,1.974643898,-1.335571429,0.630095152,0.442857143,1
3964,54,21,False,0,0,0.4,0.4,0.94,1.9,1.2,2.082800509,2.28415608,-1.991857143,0.543928293,0.671428571,1
3965,54,22,False,3,5,0.4,0.4,0.53,1.9,2.01,2.082800509,1.899964183,-1.146928571,0.659477827,0.378571429,1
3966,54,23,False,0,0,0.4,0.4,0.71,1.9,1.3,2.082800509,2.027412322,-1.5685,0.603219055,0.507142857,1
3967,54,24,False,0,0,0.4,0.4,1.11,1.9,2.0,2.082800509,2.323654714,-2.179928571,0.507088528,0.792857143,1
3968,54,25,False,0,0,0.4,0.4,0.9,1.9,1.23,2.082800509,2.25865608,-1.916428571,0.553387916,0.642857143,1
3969,54,26,False,0,0,0.4,0.4,0.8,1.9,1.78,2.082800509,2.147680955,-1.66,0.578541912,0.571428571,1
3970,54,27,False,3,5,0.4,0.4,0.63,1.9,2.2,2.082800509,2.009082787,-1.297642857,0.626991235,0.45,1
3971,54,28,False,0,0,0.4,0.4,1.38,1.9,0.82,2.082800509,2.723507129,-2.828714286,0.457838923,0.985714286,1
3972,54,29,False,0,0,0.4,0.4,1.03,1.9,1.1,2.082800509,2.376509378,-2.166214286,0.523782801,0.735714286,1
3973,54,30,False,0,0,0.4,0.4,0.76,1.9,0.98,2.082800509,2.095547886,-1.703142857,0.589255651,0.542857143,1
3974,54,31,False,0,0,0.4,0.4,0.86,1.9,1.27,2.082800509,2.209114963,-1.839571429,0.563182392,0.614285714,1
3975,54,32,False,0,0,0.4,0.4,0.72,1.9,1.31,2.082800509,2.046489492,-1.584857143,0.600373682,0.514285714,1
3976,54,33,False,3,5,0.4,0.4,0.53,1.9,1.55,2.082800509,2.16999357,-1.212642857,0.659477827,0.378571429,1
3977,54,34,False,3,5,0.4,0.4,0.65,1.9,2.16,2.082800509,1.7893,-1.338928571,0.620874247,0.464285714,1
3978,54,35,False,0,0,0.4,0.4,1.02,1.9,0.93,2.082800509,2.425828064,-2.172714286,0.525947193,0.728571429,2
3979,54,36,False,0,0,0.4,0.4,0.68,1.9,1.6,2.082800509,1.955055241,-1.472285714,0.61191933,0.485714286,1
3980,54,37,False,0,0,0.4,0.4,0.98,1.9,1.14,2.082800509,2.320966993,-2.071571429,0.534786641,0.7,1
3981,54,38,False,3,5,0.4,0.4,0.48,1.9,1.91,2.082800509,2.103725488,-1.072285714,0.677017131,0.342857143,1
3982,54,39,False,1,1,0.4,0.4,0.86,1.9,1.36,2.082800509,0.0,-1.826714286,0.563182392,0.614285714,1
3983,54,40,False,1,1,0.4,0.4,0.57,1.9,2.2,2.082800509,1.954921624,-1.190928571,0.646087414,0.407142857,1
3984,54,41,False,1,1,0.4,0.4,0.91,1.9,1.5,2.082800509,0.0,-1.895642857,0.550992297,0.65,1
3985,54,42,False,3,5,0.4,0.4,0.78,1.9,2.33,2.082800509,2.362863567,-1.545857143,0.583849636,0.557142857,1
3986,54,43,False,3,5,0.4,0.4,0.62,1.9,2.2,2.082800509,2.04250519,-1.279857143,0.630095152,0.442857143,1
3987,54,44,False,1,1,0.4,0.4,0.97,1.9,1.13,2.082800509,0.0,-2.055214286,0.537043125,0.692857143,1
3988,54,45,False,0,0,0.4,0.4,0.92,1.9,1.13,2.082800509,2.340791612,-1.966285714,0.54861733,0.657142857,1
3989,54,46,False,1,1,0.4,0.4,0.67,1.9,2.28,2.082800509,2.64390067,-1.357357143,0.614875462,0.478571429,1
3990,54,47,False,1,1,0.4,0.4,0.83,1.9,1.28,2.082800509,2.226583834,-1.784785714,0.570758837,0.592857143,1
3991,54,48,False,0,0,0.4,0.4,1.52,1.9,0.82,2.082800509,2.825996661,-3.077714286,0.435887742,1.085714286,1
3992,54,49,False,0,0,0.4,0.4,0.57,1.9,1.9,2.082800509,1.98797081,-1.233785714,0.646087414,0.407142857,1
3993,54,50,False,3,5,0.4,0.4,0.6,1.9,2.28,2.082800509,2.001424352,-1.232857143,0.636396103,0.428571429,1
3994,54,51,False,3,5,0.4,0.4,0.62,1.9,2.2,2.082800509,2.018753288,-1.279857143,0.630095152,0.442857143,1
3995,54,52,False,3,5,0.4,0.4,0.68,1.9,2.05,2.082800509,2.075848892,-1.408,0.61191933,0.485714286,1
3996,54,53,False,0,0,0.4,0.4,0.75,1.9,1.36,2.082800509,2.074614707,-1.631071429,0.591996375,0.535714286,1
3942,54,54,False,0,0,0.4,0.4,0.4,1.9,1.9,2.082800509,1.783360927,-0.931428571,0.707106781,0.285714286,1
3997,54,55,False,0,0,0.4,0.4,0.96,1.9,1.17,2.082800509,2.311832729,-2.031714286,0.539318731,0.685714286,1
3998,54,56,False,3,5,0.4,0.4,0.69,1.9,1.96,2.082800509,2.052287148,-1.438642857,0.608991486,0.492857143,1
3999,54,57,False,0,0,0.4,0.4,1.18,1.9,0.95,2.082800509,2.452968591,-2.454428571,0.493330312,0.842857143,1
4000,54,58,False,0,0,0.4,0.4,0.68,1.9,1.5,2.082800509,1.956808277,-1.486571429,0.61191933,0.485714286,1
4001,54,59,False,0,0,0.4,0.4,0.84,1.9,1.2,2.082800509,2.256932729,-1.814,0.568210806,0.6,1
4002,54,60,False,1,1,0.4,0.4,0.6,1.9,1.9,2.082800509,0.0,-1.287142857,0.636396103,0.428571429,1
4003,54,61,False,3,5,0.4,0.4,0.97,1.9,2.1,2.082800509,2.115491508,-1.916642857,0.537043125,0.692857143,1
4004,54,62,False,0,0,0.4,0.4,0.94,1.9,1.3,2.082800509,2.246056043,-1.977571429,0.543928293,0.671428571,1
4005,54,63,False,0,0,0.4,0.4,0.71,1.9,1.54,2.082800509,1.927848949,-1.534214286,0.603219055,0.507142857,1
